pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4600 b,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,82.68690000,0.00030000,-0.00030000,0,0.349000,0.021000,-0.021000,0,6.800,0.310,-0.300,0,0.607,0.028,-0.026,0,959.84179,,,1,3.02000,,,1,Mass,0.250000,0.330000,-0.170000,0,,,,,347,12,-11,0,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,K V,5170.00,120.00,-120.00,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.57,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,1.1700000,-1.1590000,12.5770000,0.0340000,-0.0340000,10.5710000,0.0180000,-0.0180000,12.4406000,0.0002520,-0.0002520,2023-09-19,2023-09,2023-09-19
TOI-4600 c,TOI-4600,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,482.81910000,0.00180000,-0.00170000,0,1.152000,0.068000,-0.068000,0,9.420,0.420,-0.410,0,0.841,0.037,-0.037,0,2946.26933,,,1,9.27000,,,1,Mass,0.210000,0.290000,-0.140000,0,,,,,191,6,-6,0,0,<a refstr=MIRELES_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...954L..15M/abstract target=ref>Mireles et al. 2023</a>,K V,5170.00,120.00,-120.00,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.160,0.080,-0.080,0,[Fe/H],4.57,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.0560000,1.1700000,-1.1590000,12.5770000,0.0340000,-0.0340000,10.5710000,0.0180000,-0.0180000,12.4406000,0.0002520,-0.0002520,2023-09-19,2023-09,2023-09-19
TOI-4603 b,TOI-4603,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,7.24599000,0.00022000,-0.00021000,0,0.088800,0.001000,-0.001000,0,11.680,0.426,-0.392,0,1.042,0.038,-0.035,0,4096.80817,184.34048,-181.16219,0,12.89000,0.58000,-0.57000,0,Mass,0.325000,0.020000,-0.020000,0,1192.00,71.00,-68.00,0,1677,24,-24,0,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,F,6264.00,95.00,-94.00,0,2.74,0.05,-0.05,0,1.76,0.06,-0.06,0,0.342,0.039,-0.040,0,[Fe/H],3.81,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.6430000,2.4840000,-2.4320000,9.2400000,0.0300000,-0.0300000,7.7860000,0.0170000,-0.0170000,9.0746900,0.0002410,-0.0002410,2023-03-28,2023-03,2023-03-28
TOI-4641 b,TOI-4641,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BIERYLA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231203971B/abstract target=ref>Bieryla et al. 2023</a>,22.09341000,0.00005100,-0.00004700,0,0.173000,0.015000,-0.015000,0,8.183,0.291,-0.314,0,0.730,0.026,-0.028,0,1229.99594,,,1,3.87000,,,1,Mass,0.074000,,,1,,,,,,,,,0,<a refstr=BIERYLA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231203971B/abstract target=ref>Bieryla et al. 2023</a>,,6560.00,300.00,-340.00,0,1.72,0.04,-0.04,0,1.41,0.07,-0.06,0,-0.090,0.110,-0.180,0,[m/H],4.11,0.69,-0.69,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.3501000,0.4815000,-0.4763000,7.5100000,0.0300000,-0.0300000,6.5790000,0.0290000,-0.0290000,7.4077500,0.0004660,-0.0004660,2023-12-14,2023-12,2023-12-19
TOI-470 b,TOI-470,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,12.19148000,0.00003000,-0.00003000,0,0.119000,0.008000,-0.008000,0,4.340,0.290,-0.290,0,0.387,0.026,-0.026,0,,,,,,,,,,,,,,,,,,660,70,-70,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G,5190.00,90.00,-90.00,0,0.83,0.02,-0.02,0,0.87,0.09,-0.09,0,0.100,0.080,-0.080,0,[Fe/H],4.54,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.4600000,0.4010000,-0.3980000,11.1710000,0.0170000,-0.0170000,9.4220000,0.0190000,-0.0190000,11.2461000,0.0005810,-0.0005810,2023-08-22,2023-03,2023-08-22
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.28088000,0.00002200,-0.00002300,0,0.055500,0.001100,-0.001200,0,12.442,0.560,-0.560,0,1.110,0.050,-0.050,0,734.18362,101.70509,-104.88337,0,2.31000,0.32000,-0.33000,0,Mass,0.000000,,,0,783.20,56.60,-50.00,0,1472,26,-24,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6058.00,99.00,-94.00,0,1.41,0.04,-0.04,0,1.24,0.07,-0.08,0,0.207,0.085,-0.089,0,[Fe/H],4.23,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,328.8020000,3.6960000,-3.6160000,11.5410000,0.0140000,-0.0140000,10.0190000,0.0230000,-0.0230000,11.3152000,0.0006050,-0.0006050,2023-02-27,2023-03,2023-02-27
TOI-481 b,TOI-481,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.33111000,0.00002000,-0.00002000,0,0.097000,0.001000,-0.001000,0,11.097,0.112,-0.112,0,0.990,0.010,-0.010,0,486.27990,9.53490,-9.53490,0,1.53000,0.03000,-0.03000,0,Mass,0.153000,0.006000,-0.007000,0,,,,,1370,10,-10,0,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,G,5735.00,72.00,-72.00,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,0.260,0.050,-0.050,0,[Fe/H],4.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h22m03.04s,110.5126861,-57d23m05.99s,-57.3849980,179.3660000,1.0180000,-1.0070000,9.9720000,0.0050000,-0.0050000,8.4430000,0.0230000,-0.0230000,9.8465900,0.0004320,-0.0004320,2020-12-10,2020-11,2020-12-17
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,1.52275959,0.00000032,-0.00000035,0,0.018450,0.000590,-0.000590,0,8.474,0.269,-0.269,0,0.756,0.024,-0.024,0,212.94503,44.49598,-44.49598,0,0.67000,0.14000,-0.14000,0,Mass,0.150000,,,1,,,,,624,30,-30,0,0,<a refstr=TRIAUD_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.525L..98T/abstract target=ref>Triaud et al. 2023</a>,M4.5+/-0.5,3390.00,120.00,-120.00,0,0.35,0.01,-0.01,0,0.34,0.01,-0.01,0,0.300,0.130,-0.130,0,[Fe/H],4.88,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h14m15.35s,183.5639610,-13d10m29.43s,-13.1748411,80.1423000,0.6481000,-0.6379000,16.4700000,0.2000000,-0.2000000,11.1750000,0.0260000,-0.0260000,15.1091000,0.0012870,-0.0012870,2023-08-22,2023-10,2023-08-22
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,0.54817700,0.00001900,-0.00001900,0,0.011890,0.000410,-0.000400,0,1.166,0.061,-0.058,0,0.104,0.005,-0.005,0,1.42000,0.18000,-0.18000,0,0.00447,0.00057,-0.00057,0,Mass,0.063000,0.073000,-0.044000,0,1138.00,123.00,-112.00,0,1617,41,-41,0,0,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440.00,100.00,-100.00,0,0.68,0.02,-0.02,0,0.74,0.02,-0.02,0,0.120,0.080,-0.080,0,[Fe/H],4.62,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.5590980,-47d35m16.14s,-47.5878156,47.3924000,0.0473000,-0.0473000,10.5400000,0.0300000,-0.0300000,7.7150000,0.0260000,-0.0260000,10.1026000,0.0003080,-0.0003080,2022-05-09,2022-04,2022-05-09
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,5.45883850,0.00000700,-0.00000720,0,0.065190,0.000870,-0.000820,0,4.740,0.160,-0.140,0,0.423,0.014,-0.012,0,,,,,,,,,,0.000000,,,0,467.00,44.00,-39.00,0,1442,46,-40,0,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,F V,6150.00,110.00,-130.00,0,1.24,0.03,-0.03,0,1.24,0.05,-0.05,0,0.180,0.130,-0.130,0,[Fe/H],4.22,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.4140000,1.6140000,-1.5820000,10.1410000,0.0060000,-0.0060000,8.7770000,0.0180000,-0.0180000,9.9362900,0.0011810,-0.0011810,2023-10-21,2023-10,2023-10-21
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,17.89990000,0.00180000,-0.00130000,0,0.143900,0.001900,-0.001800,0,3.860,0.170,-0.160,0,0.344,0.015,-0.014,0,,,,,,,,,,0.000000,,,0,96.00,9.00,-8.00,0,971,31,-27,0,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,F V,6150.00,110.00,-130.00,0,1.24,0.03,-0.03,0,1.24,0.05,-0.05,0,0.180,0.130,-0.130,0,[Fe/H],4.22,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.4140000,1.6140000,-1.5820000,10.1410000,0.0060000,-0.0060000,8.7770000,0.0180000,-0.0180000,9.9362900,0.0011810,-0.0011810,2023-10-21,2023-10,2023-10-21
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,20.33003000,0.00007000,-0.00007000,0,0.158000,0.006000,-0.006000,0,11.882,0.448,-0.448,0,1.060,0.040,-0.040,0,1036.12061,57.20911,-54.03083,0,3.26000,0.18000,-0.17000,0,Mass,0.091000,0.024000,-0.026000,0,,,,,906,13,-13,0,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,F8 V,6300.00,80.00,-80.00,0,1.40,0.04,-0.04,0,1.24,0.07,-0.07,0,0.120,0.080,-0.080,0,[Fe/H],4.30,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.4840000,4.5070000,-4.4070000,11.9320000,0.0220000,-0.0220000,10.4080000,0.0190000,-0.0190000,11.5779000,0.0003630,-0.0003630,2022-07-12,2022-07,2022-07-12
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,12.21428600,,,0,,,,,5.351,,,0,0.477,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5643.77,145.87,-76.03,0,1.09,0.05,-0.05,0,1.00,0.14,-0.11,0,0.415,0.020,-0.020,0,[M/H],4.36,0.08,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,197.2430000,2.2050000,-2.1580000,11.5830000,0.2390000,-0.2390000,9.6000000,0.0210000,-0.0210000,11.1031000,0.0005250,-0.0005250,2022-10-03,2022-11,2022-10-03
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,1.26523280,0.00000050,-0.00000050,0,0.015900,0.000100,-0.000100,0,11.545,0.336,-0.336,0,1.030,0.030,-0.030,0,147.15455,26.06193,-27.96890,0,0.46300,0.08200,-0.08800,0,Mass,0.330000,,,1,,,,,687,14,-14,0,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,M V,3322.00,49.00,-49.00,0,0.35,0.01,-0.01,0,0.34,0.01,-0.01,0,0.270,0.090,-0.090,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.5570000,0.9370000,-0.9220000,17.3500000,0.2000000,-0.2000000,11.9510000,0.0240000,-0.0240000,15.7067000,0.0004370,-0.0004370,2023-05-15,2023-04,2023-05-15
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.63075700,0.00000100,-0.00000100,0,0.019900,0.000200,-0.000200,0,11.600,0.300,-0.300,0,1.030,0.030,-0.030,0,343.00000,18.00000,-17.00000,0,1.08000,0.06000,-0.06000,0,Mass,0.020000,0.020000,-0.014000,0,49.00,4.00,-4.00,0,737,15,-15,0,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430.00,54.00,-54.00,0,0.39,0.01,-0.01,0,0.39,0.01,-0.01,0,0.000,,,0,[Fe/H],4.84,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.4493000,0.4178000,-0.4139000,15.8990000,1.0300000,-1.0300000,11.0060000,0.0230000,-0.0230000,14.9317000,0.0016400,-0.0016400,2023-03-15,2023-03,2023-03-15
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,4.87217100,,,0,,,,,5.220,,,0,0.466,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631.00,141.47,-99.75,0,1.02,0.05,-0.05,0,1.00,0.09,-0.16,0,,,,,,4.42,0.09,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,223.3588909,+68d51m34.10s,68.8594720,290.6460000,1.5470000,-1.5320000,12.2140000,0.0460000,-0.0460000,10.6270000,0.0160000,-0.0160000,12.0984000,0.0001900,-0.0001900,2022-10-03,2022-11,2022-10-03
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.93028900,0.00000400,-0.00000400,0,0.034000,0.004000,-0.003000,0,11.900,0.400,-0.400,0,1.060,0.040,-0.040,0,170.40000,21.80000,-21.90000,0,0.54000,0.07000,-0.07000,0,Mass,0.380000,,,1,34.60,8.60,-6.20,0,675,42,-30,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586.00,88.00,-88.00,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,-0.030,0.120,-0.120,0,[Fe/H],4.77,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.8286820,-02d02m42.34s,-2.0450945,162.2290000,1.3160000,-1.2950000,16.1900000,1.1330000,-1.1330000,11.6390000,0.0350000,-0.0350000,14.9816000,0.0005550,-0.0005550,2023-07-21,2023-07,2023-07-21
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.38759700,0.00001900,-0.00001800,0,0.052000,0.005000,-0.004000,0,9.303,0.673,-0.673,0,0.830,0.060,-0.060,0,127.13136,28.60456,-31.78284,0,0.40000,0.09000,-0.10000,0,Mass,0.000000,,,0,,,,,565,28,-31,0,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,M0.5 V,3659.00,120.00,-120.00,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0,[Fe/H],4.70,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.7620000,1.1090000,-1.0930000,15.4030000,0.1360000,-0.1360000,11.2380000,0.0200000,-0.0200000,14.6439000,0.0005670,-0.0005670,2021-10-11,2022-03,2021-10-11
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.32665080,0.00000300,-0.00000300,0,0.029600,0.000350,-0.000350,0,5.820,0.190,-0.190,0,0.519,0.017,-0.017,0,61.50000,9.70000,-9.30000,0,0.19350,0.03052,-0.02926,0,Mass,0.000000,,,0,94.10,8.00,-8.00,0,867,18,-18,0,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,3927.00,37.00,-37.00,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,0.338,0.072,-0.066,0,[Fe/H],4.67,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.0470000,0.5480000,-0.5480000,14.4130000,0.0060000,-0.0060000,10.5870000,0.0250000,-0.0250000,13.6645000,0.0004850,-0.0004850,2021-08-16,2021-10,2021-08-16
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,3.79262200,0.00000620,-0.00000620,0,0.040410,0.000750,-0.000750,0,10.604,0.235,-0.235,0,0.946,0.021,-0.021,0,130.94530,12.71314,-12.71314,0,0.41200,0.04000,-0.04000,0,Mass,0.054000,,,1,38.00,3.00,-3.00,0,689,12,-12,0,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,,3747.00,64.00,-64.00,0,0.59,0.01,-0.01,0,0.61,0.03,-0.03,0,0.425,0.088,-0.088,0,[Fe/H],4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.3670000,1.3360000,-1.3110000,15.4020000,0.1490000,-0.1490000,10.8600000,0.0180000,-0.0180000,14.3361000,0.0005890,-0.0005890,2023-11-07,2023-10,2023-11-07
TOI-5398 b,TOI-5398,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,10.59054700,0.00001200,-0.00001100,0,0.098000,0.005000,-0.005000,0,10.300,0.400,-0.400,0,0.919,0.036,-0.036,0,58.70000,5.70000,-5.60000,0,0.18469,0.01793,-0.01762,0,Mass,0.130000,,,1,,,,,947,28,-28,0,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000.00,75.00,-75.00,0,1.05,0.01,-0.01,0,1.15,0.01,-0.01,0,0.090,0.060,-0.060,0,[Fe/H],4.44,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.8550000,0.6860000,-0.6780000,10.0590000,0.0050000,-0.0050000,8.7130000,0.0180000,-0.0180000,9.9823300,0.0006360,-0.0006360,2023-11-07,2023-10,2023-11-07
